('O', 'NNP')
('pessoa', 'NN')
('marido', 'NN')
('considerado', 'NN')
('cronistas', 'NNS')
('tempo', 'VBP')
('sublimes', 'NNS')
('história', 'RB')
('moral', 'JJ')
('homens', 'NNS')
('contraste', 'NN')
('duas', 'NN')
('naturezas', 'JJ')
('ambas', 'NN')
('extremas', 'NN')
('ambas', 'NN')
('egrégias', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('soltou', 'NN')
('grito', 'NN')
('balbuciou', 'NN')
('palavra', 'NN')
('atirou', 'NN')
('consorte', 'NN')
('gesto', 'NN')
('pode', 'NN')
('melhor', 'NN')
('definir', 'NN')
('comparando', 'NN')
('mistura', 'NN')
('onça', 'NN')
('rola', 'NN')
('Não', 'NNP')
('assim', 'NN')
('ilustre', 'NN')
('Bacamarte', 'NNP')
('frio', 'NN')
('diagnóstico', 'NN')
('desengonçar', 'NN')
('instante', 'NN')
('rigidez', 'NN')
('científica', 'NN')
('estendeu', 'VBP')
('braços', 'NN')
('dona', 'NN')
('caiu', 'NN')
('neles', 'NNS')
('desmaiou', 'VBP')
('Curto', 'NNP')
('incidente', 'NN')
('cabo', 'NN')
('dois', 'NN')
('minutos', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('recebia', 'NN')
('cumprimentos', 'NN')
('amigos', 'NN')
('préstito', 'NN')
('punha', 'NN')
('marcha', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('esperança', 'VBZ')
('Itaguaí', 'NNP')
('contava', 'NN')
('minorar', 'NN')
('flagelo', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Daí', 'NNP')
('aclamações', 'VBZ')
('públicas', 'JJ')
('imensa', 'NN')
('gente', 'NN')
('atulhava', 'NN')
('ruas', 'NN')
('flâmulas', 'NN')
('flores', 'VBZ')
('damascos', 'JJ')
('janelas', 'NNS')
('Com', 'NNP')
('braço', 'NN')
('apoiado', 'NN')
('Padre', 'NNP')
('Lopes', 'NNP')
('porque', 'NN')
('eminente', 'NN')
('Bacamarte', 'NNP')
('confiara', 'NN')
('mulher', 'NN')
('vigário', 'NN')
('acompanhava', 'IN')
('passo', 'JJ')
('meditativo', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('voltava', 'NN')
('cabeça', 'NN')
('lado', 'FW')
('outro', 'FW')
('curiosa', 'NN')
('inquieta', 'NN')
('petulante', 'NN')
('O', 'NNP')
('vigário', 'NN')
('indagava', 'NN')
('Rio', 'NNP')
('Janeiro', 'NNP')
('vira', 'FW')
('desde', 'NN')
('vice', 'NN')
('reinado', 'NN')
('anterior', 'JJ')
('D', 'NNP')
('Evarista', 'NNP')
('respondia', 'VBZ')
('entusiasmada', 'JJ')
('coisa', 'NN')
('bela', 'NN')
('podia', 'NN')
('haver', 'NN')
('mundo', 'NN')
('O', 'NNP')
('Passeio', 'NNP')
('Público', 'NNP')
('acabado', 'NN')
('paraíso', 'NN')
('onde', 'NN')
('muitas', 'NN')
('vezes', 'VBZ')
('Rua', 'NNP')
('Belas', 'NNP')
('Noites', 'NNP')
('chafariz', 'VBP')
('Marrecas', 'NNP')
('Ah', 'NNP')
('chafariz', 'NN')
('Marrecas', 'NNP')
('Eram', 'NNP')
('marrecas', 'NN')
('feitas', 'NNS')
('metal', 'VBP')
('despejando', 'JJ')
('água', 'NNP')
('boca', 'NN')
('Uma', 'NNP')
('coisa', 'NN')
('galantíssima', 'NN')
('O', 'NNP')
('vigário', 'NN')
('dizia', 'NN')
('sim', 'NN')
('Rio', 'NNP')
('Janeiro', 'NNP')
('devia', 'NN')
('estar', 'NN')
('agora', 'NN')
('bonito', 'NN')
('Se', 'NNP')
('noutro', 'CC')
('tempo', 'JJ')
('Não', 'NNP')
('admira', 'NN')
('maior', 'NN')
('Itaguaí', 'NNP')
('sede', 'NN')
('governo', 'NN')
('Mas', 'NNP')
('pode', 'NN')
('dizer', 'NN')
('Itaguaí', 'NNP')
('feio', 'NN')
('belas', 'NNS')
('casas', 'VBP')
('casa', 'JJ')
('Mateus', 'NNP')
('Casa', 'NNP')
('Verde', 'NNP')
('A', 'NNP')
('propósito', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('disse', 'NN')
('Padre', 'NNP')
('Lopes', 'NNP')
('escorregando', 'VBZ')
('habilmente', 'PRP$')
('assunto', 'JJ')
('ocasião', 'JJ')
('senhora', 'NN')
('vem', 'NN')
('achá', 'NN')
('la', 'NN')
('cheia', 'NN')
('gente', 'NN')
('Sim', 'NNP')
('É', 'NNP')
('verdade', 'VBD')
('Lá', 'NNP')
('Mateus', 'NNP')
('O', 'NNP')
('albardeiro', 'NN')
('O', 'NNP')
('albardeiro', 'NN')
('Costa', 'NNP')
('prima', 'NN')
('Costa', 'NNP')
('Fulano', 'NNP')
('Sicrano', 'NNP')
('Tudo', 'NNP')
('doido', 'NN')
('Ou', 'NNP')
('quase', 'NN')
('doido', 'NN')
('obtemperou', 'NN')
('padre', 'NN')
('Mas', 'NNP')
('então', 'NN')
('O', 'NNP')
('vigário', 'NN')
('derreou', 'NN')
('cantos', 'NN')
('boca', 'NN')
('maneira', 'NN')
('sabe', 'NN')
('nada', 'JJ')
('quer', 'NN')
('dizer', 'NN')
('tudo', 'NN')
('resposta', 'NN')
('vaga', 'NN')
('pode', 'NN')
('repetir', 'NN')
('outra', 'JJ')
('pessoa', 'NN')
('falta', 'NN')
('texto', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('achou', 'VBZ')
('realmente', 'NN')
('extraordinário', 'NN')
('toda', 'NN')
('gente', 'NN')
('ensandecesse', 'FW')
('outro', 'NN')
('vá', 'NN')
('todos', 'NN')
('Entretanto', 'NNP')
('custava', 'NN')
('duvidar', 'NN')
('marido', 'NN')
('sábio', 'NN')
('recolheria', 'NN')
('ninguém', 'JJ')
('Casa', 'NNP')
('Verde', 'NNP')
('prova', 'NN')
('evidente', 'NN')
('loucura', 'NN')
('Sem', 'NNP')
('dúvida', 'NN')
('dúvida', 'NN')
('ia', 'NN')
('pontuando', 'NN')
('vigário', 'NN')
('Três', 'NNP')
('horas', 'VBZ')
('cerca', 'JJ')
('cinqüenta', 'NN')
('convivas', 'NN')
('sentavam', 'NN')
('volta', 'JJ')
('mesa', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('jantar', 'NN')
('boas', 'NN')
('vindas', 'FW')
('D', 'NNP')
('Evarista', 'NNP')
('assunto', 'IN')
('obrigado', 'NNP')
('brindes', 'NNS')
('discursos', 'VBP')
('versos', 'JJ')
('toda', 'NN')
('casta', 'NN')
('metáforas', 'NNS')
('amplificações', 'VBP')
('apólogos', 'JJ')
('Ela', 'NNP')
('esposa', 'NN')
('novo', 'NN')
('Hipócrates', 'NNP')
('musa', 'VBD')
('ciência', 'JJ')
('anjo', 'JJ')
('divina', 'NN')
('aurora', 'NNS')
('caridade', 'VBD')
('vida', 'JJ')
('consolação', 'NN')
('trazia', 'NN')
('olhos', 'NN')
('duas', 'NN')
('estrelas', 'FW')
('segundo', 'NN')
('versão', 'NN')
('modesta', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('dois', 'VBZ')
('sóis', 'JJ')
('conceito', 'NN')
('vereador', 'NN')
('O', 'NNP')
('alienista', 'NN')
('ouvia', 'NN')
('coisas', 'NN')
('tanto', 'IN')
('enfastiado', 'JJ')
('visível', 'NN')
('impaciência', 'NN')
('Quando', 'NNP')
('dizia', 'NN')
('ouvido', 'NN')
('mulher', 'NN')
('retórica', 'NN')
('permitia', 'NN')
('tais', 'NN')
('arrojos', 'NN')
('significação', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('fazia', 'NN')
('esforços', 'NN')
('aderir', 'NN')
('opinião', 'NN')
('marido', 'NN')
('ainda', 'NN')
('descontando', 'NN')
('três', 'NN')
('quartas', 'NNS')
('partes', 'VBZ')
('louvaminhas', 'JJ')
('ficava', 'NN')
('enfunar', 'NN')
('alma', 'NN')
('Um', 'NNP')
('oradores', 'VBZ')
('exemplo', 'JJ')
('Martim', 'NNP')
('Brito', 'NNP')
('rapaz', 'NN')
('vinte', 'NN')
('cinco', 'NN')
('anos', 'VBD')
('pintalegrete', 'JJ')
('acabado', 'NN')
('curtido', 'NN')
('namoros', 'JJ')
('aventuras', 'NNS')
('declamou', 'VBP')
('discurso', 'NN')
('nascimento', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('explicado', 'VBZ')
('singular', 'JJ')
('reptos', 'NNS')
('Deus', 'NNP')
('disse', 'NN')
('dar', 'NN')
('universo', 'JJ')
('homem', 'NN')
('mulher', 'NN')
('diamante', 'NN')
('pérola', 'NN')
('coroa', 'NN')
('divina', 'NN')
('orador', 'NN')
('arrastava', 'NN')
('triunfalmente', 'NN')
('frase', 'NN')
('ponta', 'NN')
('outra', 'JJ')
('mesa', 'NN')
('Deus', 'NNP')
('quis', 'NN')
('vencer', 'NN')
('Deus', 'NNP')
('criou', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('.\x94', 'NNP')
('D', 'NNP')
('Evarista', 'NNP')
('baixou', 'NN')
('olhos', 'NN')
('exemplar', 'JJ')
('modéstia', 'NN')
('Duas', 'NNP')
('senhoras', 'VBZ')
('achando', 'JJ')
('cortesanice', 'NN')
('excessiva', 'NN')
('audaciosa', 'NN')
('interrogaram', 'NN')
('olhos', 'FW')
('dono', 'NN')
('casa', 'NN')
('verdade', 'NN')
('gesto', 'NN')
('alienista', 'NN')
('pareceu', 'NN')
('nublado', 'NN')
('suspeitas', 'NNS')
('ameaças', 'VBP')
('provavelmente', 'JJ')
('sangue', 'NN')
('O', 'NNP')
('atrevimento', 'IN')
('grande', 'JJ')
('pensaram', 'NN')
('duas', 'NN')
('damas', 'NN')
('E', 'NNP')
('outra', 'VBZ')
('pediam', 'JJ')
('Deus', 'NNP')
('removesse', 'NN')
('qualquer', 'NN')
('episódio', 'NN')
('trágico', 'NN')
('adiasse', 'NN')
('menos', 'NNS')
('dia', 'VBP')
('seguinte', 'JJ')
('Sim', 'NNP')
('adiasse', 'NN')
('Uma', 'NNP')
('piedosa', 'NN')
('chegou', 'NN')
('admitir', 'NN')
('consigo', 'NN')
('mesma', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('merecia', 'NN')
('nenhuma', 'NN')
('desconfiança', 'NN')
('tão', 'NN')
('longe', 'NN')
('ser', 'NN')
('atraente', 'NN')
('bonita', 'NN')
('Uma', 'NNP')
('simples', 'VBZ')
('água', 'NNP')
('morna', 'FW')
('Verdade', 'NNP')
('todos', 'NN')
('gostos', 'NN')
('iguais', 'NN')
('amarelo', 'NN')
('Esta', 'NNP')
('idéia', 'NN')
('fê', 'NN')
('la', 'FW')
('tremer', 'JJR')
('outra', 'IN')
('vez', 'NN')
('embora', 'NNS')
('menos', 'VBP')
('menos', 'JJ')
('porque', 'NN')
('alienista', 'NN')
('sorria', 'NN')
('agora', 'IN')
('Martim', 'NNP')
('Brito', 'NNP')
('levantados', 'VBZ')
('todos', 'JJ')
('ter', 'NN')
('falou', 'NN')
('discurso', 'NN')
('Não', 'NNP')
('negou', 'CC')
('improviso', 'JJ')
('brilhante', 'NN')
('cheio', 'NN')
('rasgos', 'NN')
('magníficos', 'NN')
('Seria', 'NNP')
('idéia', 'NN')
('relativa', 'NN')
('nascimento', 'IN')
('D', 'NNP')
('Evarista', 'NNP')
('tê', 'NN')
('la', 'NN')
('ia', 'JJ')
('encontrado', 'NN')
('algum', 'NN')
('autor', 'NN')
('?...', 'NNP')
('Não', 'NNP')
('senhor', 'NN')
('achou', 'NN')
('naquela', 'JJ')
('ocasião', 'NN')
('parecera', 'NN')
('adequada', 'NN')
('arroubo', 'NN')
('oratório', 'NN')
('De', 'NNP')
('resto', 'NN')
('idéias', 'NN')
('antes', 'VBZ')
('arrojadas', 'JJ')
('ternas', 'NNS')
('jocosas', 'VBP')
('Dava', 'NNP')
('épico', 'NNP')
('Uma', 'NNP')
('vez', 'NN')
('exemplo', 'NN')
('compôs', 'NN')
('ode', 'NN')
('queda', 'NN')
('Marquês', 'NNP')
('Pombal', 'NNP')
('dizia', 'NN')
('ministro', 'NN')
('dragão', 'NN')
('aspérrimo', 'IN')
('Nada', 'NNP')
('\x94,', 'NNP')
('esmagado', 'NN')
('garras', 'NNS')
('vingadoras', 'VBP')
('Todo', 'NNP')
('\x94;', 'NNP')
('assim', 'NN')
('outras', 'NNS')
('menos', 'VBP')
('comum', 'JJ')
('gostava', 'NN')
('idéias', 'NN')
('sublimes', 'NNS')
('raras', 'VBP')
('imagens', 'NNS')
('grandes', 'NNS')
('nobres', 'NNS')
('Pobre', 'NNP')
('moço', 'NN')
('!\x94', 'NNP')
('pensou', 'NN')
('alienista', 'NN')
('E', 'NNP')
('continuou', 'NN')
('consigo', 'NN')
('Trata', 'NNP')
('caso', 'NN')
('lesão', 'VBZ')
('cerebral', 'JJ')
('fenômeno', 'NNS')
('gravidade', 'VBD')
('digno', 'JJ')
('estudo', 'NN')
('...\x94', 'NNP')
('D', 'NNP')
('Evarista', 'NNP')
('ficou', 'NN')
('estupefata', 'NN')
('soube', 'NN')
('três', 'NN')
('dias', 'NN')
('Martim', 'NNP')
('Brito', 'NNP')
('alojado', 'VBZ')
('Casa', 'NNP')
('Verde', 'NNP')
('Um', 'NNP')
('moço', 'NN')
('idéias', 'NN')
('tão', 'NN')
('bonitas', 'NNS')
('As', 'IN')
('duas', 'NN')
('senhoras', 'VBP')
('atribuíram', 'RB')
('ato', 'JJ')
('ciúmes', 'NNS')
('alienista', 'VBP')
('Não', 'NNP')
('podia', 'NNP')
('ser', 'NN')
('outra', 'NN')
('coisa', 'NN')
('realmente', 'NN')
('declaração', 'NN')
('moço', 'NN')
('audaciosa', 'NN')
('demais', 'NN')
('Ciúmes', 'NNP')
('Mas', 'NNP')
('explicar', 'NN')
('logo', 'NN')
('seguida', 'NN')
('recolhidos', 'NN')
('José', 'NNP')
('Borges', 'NNP')
('Couto', 'NNP')
('Leme', 'NNP')
('pessoa', 'NN')
('estimável', 'NN')
('Chico', 'NNP')
('Cambraias', 'NNP')
('folgazão', 'VBD')
('emérito', 'JJ')
('escrivão', 'NN')
('Fabrício', 'NNP')
('ainda', 'NN')
('outros', 'NN')
('O', 'NNP')
('terror', 'NN')
('acentuou', 'NN')
('Não', 'NNP')
('sabia', 'NN')
('doido', 'NN')
('As', 'IN')
('mulheres', 'NNS')
('maridos', 'VBP')
('saíam', 'JJ')
('mandavam', 'NN')
('acender', 'NN')
('lamparina', 'NN')
('Nossa', 'NNP')
('Senhora', 'NNP')
('todos', 'NN')
('maridos', 'NN')
('valorosos', 'NN')
('alguns', 'VBZ')
('andavam', 'JJ')
('dois', 'NN')
('capangas', 'NN')
('Positivamente', 'NNP')
('terror', 'NN')
('Quem', 'NNP')
('podia', 'NN')
('emigrava', 'NN')
('Um', 'NNP')
('desses', 'VBZ')
('fugitivos', 'JJ')
('chegou', 'NNS')
('ser', 'VBP')
('preso', 'JJ')
('duzentos', 'NN')
('passos', 'NN')
('vila', 'NN')
('Era', 'NNP')
('rapaz', 'NN')
('trinta', 'NN')
('anos', 'VBP')
('amável', 'NN')
('conversado', 'NN')
('polido', 'NN')
('tão', 'NN')
('polido', 'NN')
('cumprimentava', 'NN')
('alguém', 'NN')
('levar', 'NN')
('chapéu', 'NN')
('chão', 'NN')
('rua', 'NN')
('acontecia', 'JJ')
('correr', 'NN')
('distância', 'NN')
('dez', 'NN')
('vinte', 'NN')
('braças', 'NN')
('ir', 'NN')
('apertar', 'NN')
('mão', 'NN')
('homem', 'NN')
('grave', 'VBP')
('senhora', 'VBN')
('vezes', 'NNS')
('menino', 'VBP')
('acontecera', 'NN')
('filho', 'NN')
('juiz', 'NN')
('Tinha', 'NNP')
('vocação', 'NN')
('cortesias', 'NN')
('De', 'NNP')
('resto', 'FW')
('devia', 'NN')
('boas', 'NN')
('relações', 'NN')
('sociedade', 'NN')
('dotes', 'VBZ')
('pessoais', 'JJ')
('raros', 'NNS')
('nobre', 'RB')
('tenacidade', 'VBD')
('nunca', 'JJ')
('desanimava', 'NN')
('diante', 'NN')
('duas', 'FW')
('quatro', 'NN')
('seis', 'NN')
('recusas', 'NN')
('caras', 'NNS')
('feias', 'VBP')
('etc', 'FW')
('O', 'NNP')
('acontecia', 'NN')
('vez', 'NN')
('entrado', 'NN')
('casa', 'NN')
('deixava', 'NN')
('casa', 'NN')
('deixavam', 'NN')
('tão', 'NN')
('gracioso', 'NN')
('Gil', 'NNP')
('Bernardes', 'NNP')
('Pois', 'NNP')
('Gil', 'NNP')
('Bernardes', 'NNP')
('apesar', 'IN')
('saber', 'NNP')
('estimado', 'FW')
('medo', 'NN')
('disseram', 'NN')
('dia', 'NN')
('alienista', 'NN')
('trazia', 'NN')
('olho', 'IN')
('madrugada', 'NN')
('seguinte', 'NN')
('fugiu', 'NN')
('vila', 'NN')
('logo', 'NN')
('apanhado', 'NN')
('conduzido', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Devemos', 'NNP')
('acabar', 'NN')
('Não', 'NNP')
('pode', 'NN')
('continuar', 'NN')
('Abaixo', 'NNP')
('tirania', 'NN')
('Déspota', 'NNP')
('violento', 'NN')
('Golias', 'NNP')
('Não', 'NNP')
('gritos', 'NN')
('rua', 'NN')
('suspiros', 'NN')
('casa', 'NN')
('tardava', 'NN')
('hora', 'NN')
('gritos', 'NN')
('O', 'NNP')
('terror', 'NN')
('crescia', 'NN')
('avizinhava', 'NN')
('rebelião', 'VBZ')
('A', 'DT')
('idéia', 'JJ')
('petição', 'NN')
('governo', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('capturado', 'NN')
('deportado', 'NN')
('andou', 'NN')
('algumas', 'NN')
('cabeças', 'NN')
('antes', 'VBZ')
('barbeiro', 'IN')
('Porfírio', 'NNP')
('expendesse', 'FW')
('loja', 'NN')
('grandes', 'NNS')
('gestos', 'VBP')
('indignação', 'JJ')
('Note', 'NNP')
('laudas', 'NN')
('puras', 'NN')
('desta', 'NN')
('sombria', 'NN')
('história', 'NN')
('note', 'NN')
('Porfírio', 'NNP')
('desde', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('começava', 'NN')
('povoar', 'NN')
('tão', 'NN')
('extraordinariamente', 'NN')
('viu', 'NN')
('crescerem', 'NN')
('lucros', 'NN')
('aplicação', 'VBP')
('assídua', 'NN')
('sanguessugas', 'NN')
('dali', 'NN')
('pediam', 'NN')
('interesse', 'NN')
('particular', 'JJ')
('dizia', 'NN')
('deve', 'NN')
('ceder', 'NN')
('interesse', 'NN')
('público', 'NN')
('E', 'NNP')
('acrescentava', 'VBZ')
('preciso', 'JJ')
('derrubar', 'NN')
('tirano', 'NN')
('Note', 'NNP')
('soltou', 'NN')
('grito', 'NN')
('justamente', 'NN')
('dia', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('fizera', 'NN')
('recolher', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('homem', 'NN')
('trazia', 'NN')
('demanda', 'NN')
('Coelho', 'NNP')
('Não', 'NNP')
('dirão', 'NN')
('Coelho', 'NNP')
('doido', 'NN')
('bradou', 'NN')
('Porfírio', 'NNP')
('E', 'NNP')
('ninguém', 'JJ')
('respondia', 'NN')
('todos', 'NN')
('repetiam', 'NN')
('homem', 'NN')
('perfeitamente', 'NN')
('ajuizado', 'VBZ')
('A', 'DT')
('mesma', 'NN')
('demanda', 'NN')
('trazia', 'NN')
('barbeiro', 'NN')
('acerca', 'NN')
('uns', 'JJ')
('chãos', 'NN')
('vila', 'NN')
('filha', 'NN')
('obscuridade', 'VBD')
('alvará', 'JJ')
('cobiça', 'NN')
('ódio', 'NNP')
('Um', 'NNP')
('excelente', 'VBP')
('caráter', 'NN')
('Coelho', 'NNP')
('Os', 'NNP')
('únicos', 'NNP')
('desafeiçoados', 'NN')
('alguns', 'VBZ')
('sujeitos', 'NNS')
('dizendo', 'JJ')
('taciturnos', 'NNS')
('alegando', 'VBP')
('andar', 'JJ')
('pressa', 'NN')
('mal', 'JJ')
('viam', 'NN')
('longe', 'NN')
('dobravam', 'NN')
('esquinas', 'FW')
('entravam', 'NN')
('lojas', 'NN')
('etc', 'FW')
('Na', 'NNP')
('verdade', 'FW')
('amava', 'NN')
('boa', 'NN')
('palestra', 'JJ')
('palestra', 'JJ')
('comprida', 'NN')
('gostada', 'NN')
('sorvos', 'NN')
('largos', 'VBZ')
('assim', 'JJ')
('nunca', 'JJ')
('preferindo', 'NN')
('sabiam', 'NN')
('dizer', 'NN')
('duas', 'NN')
('palavras', 'FW')
('desdenhando', 'NN')
('outros', 'NNS')
('O', 'NNP')
('Padre', 'NNP')
('Lopes', 'NNP')
('cultivava', 'NN')
('Dante', 'NNP')
('inimigo', 'NN')
('Coelho', 'NNP')
('nunca', 'CC')
('via', 'IN')
('desligar', 'NN')
('pessoa', 'NN')
('declamasse', 'NN')
('emendasse', 'NN')
('trecho', 'NN')
('La', 'NNP')
('bocca', 'NN')
('sollevò', 'NN')
('dal', 'NN')
('fero', 'NN')
('pasto', 'NN')
('Quel', 'NNP')
('seccatore', 'NN')
('\x94...', 'NNP')
('uns', 'VBZ')
('sabiam', 'JJ')
('ódio', 'NNP')
('padre', 'NN')
('outros', 'NNS')
('pensavam', 'VBP')
('oração', 'JJ')
('latim', 'NN')
('CAPÍTULO', 'NNP')
('VI', 'NNP')
('A', 'NNP')
('REBELIÃO', 'NNP')
('Cerca', 'NNP')
('trinta', 'NN')
('pessoas', 'NN')
('ligaram', 'NN')
('barbeiro', 'NN')
('redigiram', 'NN')
('levaram', 'NN')
('representação', 'NN')
('Câmara', 'NNP')
('A', 'NNP')
('Câmara', 'NNP')
('recusou', 'NN')
('aceitá', 'NN')
('la', 'FW')
('declarando', 'FW')
('Casa', 'NNP')
('Verde', 'NNP')
('instituição', 'NN')
('pública', 'NN')
('ciência', 'NN')
('podia', 'NN')
('ser', 'NN')
('emendada', 'NN')
('votação', 'NN')
('administrativa', 'IN')
('menos', 'NNS')
('ainda', 'VBP')
('movimentos', 'NNS')
('rua', 'VBP')
('Voltai', 'NNP')
('trabalho', 'NN')
('concluiu', 'NN')
('presidente', 'NN')
('conselho', 'NN')
('damos', 'VBZ')
('A', 'DT')
('irritação', 'JJ')
('agitadores', 'NNS')
('enorme', 'VBP')
('O', 'NNP')
('barbeiro', 'NN')
('declarou', 'NN')
('iam', 'NN')
('dali', 'NN')
('levantar', 'NN')
('bandeira', 'NN')
('rebelião', 'NN')
('destruir', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Itaguaí', 'NNP')
('podia', 'NN')
('continuar', 'NN')
('servir', 'NN')
('cadáver', 'NN')
('estudos', 'VBP')
('experiências', 'JJ')
('déspota', 'NN')
('muitas', 'NNS')
('pessoas', 'VBP')
('estimáveis', 'JJ')
('algumas', 'NN')
('distintas', 'NNS')
('outras', 'VBP')
('humildes', 'NNS')
('dignas', 'VBP')
('apreço', 'JJ')
('jaziam', 'NN')
('cubículos', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('despotismo', 'NN')
('científico', 'NN')
('alienista', 'NN')
('complicava', 'NN')
('espírito', 'NN')
('ganância', 'NN')
('visto', 'NN')
('loucos', 'NN')
('supostos', 'NN')
('tais', 'NN')
('tratados', 'NN')
('graça', 'NN')
('famílias', 'NN')
('falta', 'NN')
('Câmara', 'NNP')
('pagavam', 'NN')
('alienista', 'NN')
('É', 'NNP')
('falso', 'NN')
('interrompeu', 'NN')
('presidente', 'NN')
('Falso', 'NNP')
('Há', 'NNP')
('cerca', 'NN')
('duas', 'NN')
('semanas', 'JJ')
('recebemos', 'NN')
('ofício', 'NN')
('ilustre', 'NN')
('médico', 'NN')
('declara', 'NN')
('tratando', 'NN')
('fazer', 'NN')
('experiências', 'JJ')
('alto', 'JJ')
('valor', 'NN')
('psicológico', 'NN')
('desiste', 'NN')
('estipêndio', 'NN')
('votado', 'NN')
('Câmara', 'NNP')
('bem', 'NN')
('nada', 'NN')
('receberá', 'NN')
('famílias', 'VBP')
('enfermos', 'VBZ')
('A', 'NNP')
('notícia', 'JJ')
('deste', 'NN')
('ato', 'NN')
('tão', 'NN')
('nobre', 'JJ')
('tão', 'NN')
('puro', 'NN')
('suspendeu', 'NN')
('pouco', 'NN')
('alma', 'NN')
('rebeldes', 'VBZ')
('Seguramente', 'NNP')
('alienista', 'JJ')
('podia', 'NN')
('estar', 'NN')
('erro', 'VBP')
('nenhum', 'JJ')
('interesse', 'NN')
('alheio', 'NN')
('ciência', 'NN')
('instigava', 'NN')
('demonstrar', 'NN')
('erro', 'NN')
('preciso', 'NN')
('alguma', 'NN')
('coisa', 'NN')
('arruaças', 'NN')
('clamores', 'VBZ')
('Isto', 'NNP')
('disse', 'NN')
('presidente', 'NN')
('aplauso', 'NN')
('toda', 'NN')
('Câmara', 'NNP')
('O', 'NNP')
('barbeiro', 'NN')
('alguns', 'VBZ')
('instantes', 'NNS')
('concentração', 'VBP')
('declarou', 'JJ')
('investido', 'NN')
('mandato', 'NN')
('público', 'NN')
('restituiria', 'NN')
('paz', 'NN')
('Itaguaí', 'NNP')
('antes', 'VBZ')
('ver', 'RB')
('terra', 'JJ')
('Casa', 'NNP')
('Verde', 'NNP')
('Bastilha', 'NNP')
('razão', 'NN')
('humana', 'NN')
('\x94,', 'NNP')
('expressão', 'VBZ')
('ouvira', 'JJ')
('poeta', 'NN')
('local', 'JJ')
('repetiu', 'NN')
('muita', 'NN')
('ênfase', 'NNP')
('Disse', 'NNP')
('sinal', 'JJ')
('todos', 'NN')
('saíram', 'NN')
('Imagine', 'NNP')
('situação', 'NN')
('vereadores', 'NNS')
('urgia', 'JJ')
('obstar', 'NN')
('ajuntamento', 'IN')
('rebelião', 'NN')
('luta', 'NN')
('sangue', 'NN')
('Para', 'NNP')
('acrescentar', 'NN')
('mal', 'NN')
('vereadores', 'NNS')
('apoiara', 'VBP')
('presidente', 'JJ')
('ouvindo', 'FW')
('agora', 'JJ')
('denominação', 'NN')
('dada', 'NN')
('barbeiro', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Bastilha', 'NNP')
('razão', 'NN')
('humana', 'NN')
('\x94,', 'NNP')
('achou', 'VBZ')
('tão', 'JJ')
('elegante', 'NN')
('mudou', 'NN')
('parecer', 'NN')
('Disse', 'NNP')
('entendia', 'NN')
('bom', 'NN')
('aviso', 'NN')
('decretar', 'NN')
('alguma', 'NN')
('medida', 'NN')
('reduzisse', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('porque', 'NN')
('presidente', 'NN')
('indignado', 'NN')
('manifestasse', 'NN')
('termos', 'NN')
('enérgicos', 'NN')
('pasmo', 'NN')
('vereador', 'NN')
('fez', 'NN')
('reflexão', 'NN')
('Nada', 'NNP')
('ver', 'NN')
('ciência', 'NN')
('tantos', 'NN')
('homens', 'VBZ')
('supomos', 'JJ')
('juízo', 'NN')
('reclusos', 'NN')
('dementes', 'VBZ')
('afirma', 'JJ')
('alienado', 'NN')
('alienista', 'NN')
('Sebastião', 'NNP')
('Freitas', 'NNP')
('vereador', 'NN')
('dissidente', 'NN')
('dom', 'NN')
('palavra', 'NN')
('falou', 'NN')
('ainda', 'NN')
('algum', 'NN')
('tempo', 'NN')
('prudência', 'NN')
('firmeza', 'NN')
('Os', 'NNP')
('colegas', 'NN')
('atônitos', 'NN')
('presidente', 'NN')
('pediu', 'NN')
('menos', 'FW')
('desse', 'NN')
('exemplo', 'NN')
('ordem', 'NN')
('respeito', 'NN')
('lei', 'NN')
('aventasse', 'NN')
('idéias', 'NN')
('rua', 'VBP')
('dar', 'NN')
('corpo', 'NN')
('alma', 'NN')
('rebelião', 'NN')
('ora', 'IN')
